zip,city,state,latitude,longitude,timezone,dst,location
00210,Portsmouth,NH,43.005895,-71.013202,-5,True,POINT(-71.013202 43.005895)
00211,Portsmouth,NH,43.005895,-71.013202,-5,True,POINT(-71.013202 43.005895)
00212,Portsmouth,NH,43.005895,-71.013202,-5,True,POINT(-71.013202 43.005895)
00213,Portsmouth,NH,43.005895,-71.013202,-5,True,POINT(-71.013202 43.005895)
00214,Portsmouth,NH,43.005895,-71.013202,-5,True,POINT(-71.013202 43.005895)
00215,Portsmouth,NH,43.005895,-71.013202,-5,True,POINT(-71.013202 43.005895)
00501,Holtsville,NY,40.922326,-72.637078,-5,True,POINT(-72.637078 40.922326)
00544,Holtsville,NY,40.922326,-72.637078,-5,True,POINT(-72.637078 40.922326)
00601,Adjuntas,PR,18.180103,-66.74947,-4,False,POINT(-66.74947 18.180103)
00602,Aguada,PR,18.363285,-67.18024,-4,False,POINT(-67.18024 18.363285)
00603,Aguadilla,PR,18.448619,-67.13422,-4,False,POINT(-67.13422 18.448619)
00604,Aguadilla,PR,18.498987,-67.13699,-4,False,POINT(-67.13699 18.498987)
00605,Aguadilla,PR,18.465162,-67.141486,-4,False,POINT(-67.141486 18.465162)
00606,Maricao,PR,18.182151,-66.9588,-4,False,POINT(-66.9588 18.182151)
00607,Aguas Buenas,PR,18.256995,-66.104657,-4,False,POINT(-66.104657 18.256995)
00609,Aibonito,PR,18.142002,-66.273278,-4,False,POINT(-66.273278 18.142002)
00610,Anasco,PR,18.288319,-67.13604,-4,False,POINT(-67.13604 18.288319)
00611,Angeles,PR,18.279531,-66.80217,-4,False,POINT(-66.80217 18.279531)
00612,Arecibo,PR,18.449732,-66.69879,-4,False,POINT(-66.69879 18.449732)
00613,Arecibo,PR,18.458093,-66.732732,-4,False,POINT(-66.732732 18.458093)
00614,Arecibo,PR,18.429675,-66.674506,-4,False,POINT(-66.674506 18.429675)
00615,Arroyo,PR,17.96977,-66.061459,-4,False,POINT(-66.061459 17.96977)
00616,Bajadero,PR,18.426748,-66.67669,-4,False,POINT(-66.67669 18.426748)
00617,Barceloneta,PR,18.455499,-66.55575,-4,False,POINT(-66.55575 18.455499)
00618,Barranquitas,PR,18.185463,-66.305827,-4,False,POINT(-66.305827 18.185463)
00622,Boqueron,PR,18.003125,-67.16745,-4,False,POINT(-67.16745 18.003125)
00623,Cabo Rojo,PR,18.08643,-67.15222,-4,False,POINT(-67.15222 18.08643)
00624,Penuelas,PR,18.055399,-66.72602,-4,False,POINT(-66.72602 18.055399)
00625,Caguas,PR,18.232109,-66.039087,-4,False,POINT(-66.039087 18.232109)
00626,Caguas,PR,18.235003,-66.037318,-4,False,POINT(-66.037318 18.235003)
00627,Camuy,PR,18.435246,-66.85644,-4,False,POINT(-66.85644 18.435246)
00631,Castaner,PR,18.186739,-66.85174,-4,False,POINT(-66.85174 18.186739)
00633,Cayey,PR,18.194527,-66.183467,-4,False,POINT(-66.183467 18.194527)
00634,Cayey,PR,18.111528,-66.177083,-4,False,POINT(-66.177083 18.111528)
00635,Ceiba,PR,18.262902,-65.646529,-4,False,POINT(-65.646529 18.262902)
00636,Rosario,PR,18.113284,-67.039706,-4,False,POINT(-67.039706 18.113284)
00637,Sabana Grande,PR,18.073078,-66.94864,-4,False,POINT(-66.94864 18.073078)
00638,Ciales,PR,18.308139,-66.49835,-4,False,POINT(-66.49835 18.308139)
00639,Cidra,PR,18.176094,-66.158728,-4,False,POINT(-66.158728 18.176094)
00640,Coamo,PR,18.077197,-66.359104,-4,False,POINT(-66.359104 18.077197)
00641,Utuado,PR,18.268896,-66.70519,-4,False,POINT(-66.70519 18.268896)
00643,Corozal,PR,18.341254,-66.315194,-4,False,POINT(-66.315194 18.341254)
00644,Coto Laurel,PR,18.049577,-66.55218,-4,False,POINT(-66.55218 18.049577)
00645,Culebra,PR,18.308508,-65.304732,-4,False,POINT(-65.304732 18.308508)
00646,Dorado,PR,18.442798,-66.27689,-4,False,POINT(-66.27689 18.442798)
00647,Ensenada,PR,17.964529,-66.93993,-4,False,POINT(-66.93993 17.964529)
00648,Fajardo,PR,18.333038,-65.656182,-4,False,POINT(-65.656182 18.333038)
00650,Florida,PR,18.363331,-66.56773,-4,False,POINT(-66.56773 18.363331)
00652,Garrochales,PR,18.457453,-66.61217,-4,False,POINT(-66.61217 18.457453)
00653,Guanica,PR,17.992112,-66.90097,-4,False,POINT(-66.90097 17.992112)
00654,Jobos,PR,17.979518,-66.117219,-4,False,POINT(-66.117219 17.979518)
00655,Olimpo,PR,17.976371,-66.116795,-4,False,POINT(-66.116795 17.976371)
00656,Guayanilla,PR,18.038866,-66.79168,-4,False,POINT(-66.79168 18.038866)
00658,Gurabo,PR,18.254137,-65.973605,-4,False,POINT(-65.973605 18.254137)
00659,Hatillo,PR,18.432956,-66.80039,-4,False,POINT(-66.80039 18.432956)
00660,Hormigueros,PR,18.139108,-67.12085,-4,False,POINT(-67.12085 18.139108)
00661,Humacao,PR,18.150829,-65.826595,-4,False,POINT(-65.826595 18.150829)
00662,Isabela,PR,18.478855,-67.01973,-4,False,POINT(-67.01973 18.478855)
00664,Jayuya,PR,18.212565,-66.59243,-4,False,POINT(-66.59243 18.212565)
00665,Ponce,PR,18.044224,-66.502103,-4,False,POINT(-66.502103 18.044224)
00666,Juncos,PR,18.228952,-65.921356,-4,False,POINT(-65.921356 18.228952)
00667,Lajas,PR,18.017819,-67.04226,-4,False,POINT(-67.04226 18.017819)
00669,Lares,PR,18.288418,-66.87503,-4,False,POINT(-66.87503 18.288418)
00670,Las Marias,PR,18.241343,-66.97604,-4,False,POINT(-66.97604 18.241343)
00671,Las Piedras,PR,18.1789,-65.869939,-4,False,POINT(-65.869939 18.1789)
00674,Manati,PR,18.426137,-66.48697,-4,False,POINT(-66.48697 18.426137)
00676,Moca,PR,18.37956,-67.08424,-4,False,POINT(-67.08424 18.37956)
00677,Rincon,PR,18.336121,-67.23675,-4,False,POINT(-67.23675 18.336121)
00678,Quebradillas,PR,18.442334,-66.93275,-4,False,POINT(-66.93275 18.442334)
00680,Mayaguez,PR,18.205232,-67.12655,-4,False,POINT(-67.12655 18.205232)
00681,Mayaguez,PR,18.219023,-67.508068,-4,False,POINT(-67.508068 18.219023)
00682,Mayaguez,PR,18.208402,-67.15428,-4,False,POINT(-67.15428 18.208402)
00683,San German,PR,18.092807,-67.04524,-4,False,POINT(-67.04524 18.092807)
00685,San Sebastian,PR,18.332595,-66.98104,-4,False,POINT(-66.98104 18.332595)
00687,Morovis,PR,18.31708,-66.41528,-4,False,POINT(-66.41528 18.31708)
00688,Sabana Hoyos,PR,18.40415,-66.61348,-4,False,POINT(-66.61348 18.40415)
00690,San Antonio,PR,18.495369,-67.09867,-4,False,POINT(-67.09867 18.495369)
00692,Vega Alta,PR,18.419666,-66.33186,-4,False,POINT(-66.33186 18.419666)
00693,Vega Baja,PR,18.440667,-66.3921,-4,False,POINT(-66.3921 18.440667)
00694,Vega Baja,PR,18.443109,-66.398302,-4,False,POINT(-66.398302 18.443109)
00698,Yauco,PR,18.06547,-66.85587,-4,False,POINT(-66.85587 18.06547)
00703,Aguas Buenas,PR,18.246205,-66.12827,-4,False,POINT(-66.12827 18.246205)
00704,Aguirre,PR,17.970112,-66.22291,-4,False,POINT(-66.22291 17.970112)
00705,Aibonito,PR,18.12942,-66.26541,-4,False,POINT(-66.26541 18.12942)
00707,Maunabo,PR,18.014505,-65.91018,-4,False,POINT(-65.91018 18.014505)
00714,Arroyo,PR,17.987288,-66.05552,-4,False,POINT(-66.05552 17.987288)
00715,Mercedita,PR,18.003492,-66.55868,-4,False,POINT(-66.55868 18.003492)
00716,Ponce,PR,17.999066,-66.59965,-4,False,POINT(-66.59965 17.999066)
00717,Ponce,PR,18.004303,-66.61374,-4,False,POINT(-66.61374 18.004303)
00718,Naguabo,PR,18.22048,-65.74293,-4,False,POINT(-65.74293 18.22048)
00719,Naranjito,PR,18.294571,-66.25098,-4,False,POINT(-66.25098 18.294571)
00720,Orocovis,PR,18.217827,-66.42265,-4,False,POINT(-66.42265 18.217827)
00721,Palmer,PR,18.364161,-65.778288,-4,False,POINT(-65.778288 18.364161)
00723,Patillas,PR,18.023196,-66.0131,-4,False,POINT(-66.0131 18.023196)
00725,Caguas,PR,18.233927,-66.04502,-4,False,POINT(-66.04502 18.233927)
00726,Caguas,PR,18.212965,-66.058033,-4,False,POINT(-66.058033 18.212965)
00728,Ponce,PR,18.013353,-66.65218,-4,False,POINT(-66.65218 18.013353)
00729,Canovanas,PR,18.35615,-65.89089,-4,False,POINT(-65.89089 18.35615)
00730,Ponce,PR,18.022626,-66.61727,-4,False,POINT(-66.61727 18.022626)
00731,Ponce,PR,18.077329,-66.61192,-4,False,POINT(-66.61192 18.077329)
00732,Ponce,PR,18.021781,-66.613742,-4,False,POINT(-66.613742 18.021781)
00733,Ponce,PR,18.019331,-66.619165,-4,False,POINT(-66.619165 18.019331)
00734,Ponce,PR,17.999499,-66.643934,-4,False,POINT(-66.643934 17.999499)
00735,Ceiba,PR,18.258444,-65.65987,-4,False,POINT(-65.65987 18.258444)
00736,Cayey,PR,18.112895,-66.15377,-4,False,POINT(-66.15377 18.112895)
00737,Cayey,PR,18.102967,-66.139274,-4,False,POINT(-66.139274 18.102967)
00738,Fajardo,PR,18.32265,-65.66116,-4,False,POINT(-65.66116 18.32265)
00739,Cidra,PR,18.16984,-66.16271,-4,False,POINT(-66.16271 18.16984)
00740,Puerto Real,PR,18.331711,-65.62761,-4,False,POINT(-65.62761 18.331711)
00741,Punta Santiago,PR,18.160755,-65.75765,-4,False,POINT(-65.75765 18.160755)
00742,Roosevelt Roads,PR,18.264872,-65.594769,-4,False,POINT(-65.594769 18.264872)
00744,Rio Blanco,PR,18.206329,-65.743058,-4,False,POINT(-65.743058 18.206329)
00745,Rio Grande,PR,18.366213,-65.82277,-4,False,POINT(-65.82277 18.366213)
00747,Lluveras,PR,18.069474,-66.952589,-4,False,POINT(-66.952589 18.069474)
00748,Fajardo,PR,18.326732,-65.652484,-4,False,POINT(-65.652484 18.326732)
00751,Salinas,PR,17.993803,-66.26534,-4,False,POINT(-66.26534 17.993803)
00752,San Antonio,PR,18.493745,-67.097726,-4,False,POINT(-67.097726 18.493745)
00754,San Lorenzo,PR,18.15633,-65.96831,-4,False,POINT(-65.96831 18.15633)
00757,Santa Isabel,PR,17.98631,-66.39457,-4,False,POINT(-66.39457 17.98631)
00761,Utuado,PR,18.265445,-66.702364,-4,False,POINT(-66.702364 18.265445)
00762,Vega Alta,PR,18.420218,-66.324284,-4,False,POINT(-66.324284 18.420218)
00763,Monserrate,PR,18.452175,-66.399836,-4,False,POINT(-66.399836 18.452175)
00764,Vega Baja,PR,18.452084,-66.397138,-4,False,POINT(-66.397138 18.452084)
00765,Vieques,PR,18.125664,-65.45603,-4,False,POINT(-65.45603 18.125664)
00766,Villalba,PR,18.126023,-66.48208,-4,False,POINT(-66.48208 18.126023)
00767,Yabucoa,PR,18.072752,-65.89703,-4,False,POINT(-65.89703 18.072752)
00768,Yauco,PR,18.030715,-66.856181,-4,False,POINT(-66.856181 18.030715)
00769,Coamo,PR,18.092813,-66.3611,-4,False,POINT(-66.3611 18.092813)
00771,Las Piedras,PR,18.18744,-65.87088,-4,False,POINT(-65.87088 18.18744)
00772,Loiza,PR,18.427674,-65.87605,-4,False,POINT(-65.87605 18.427674)
00773,Luquillo,PR,18.361344,-65.72133,-4,False,POINT(-65.72133 18.361344)
00775,Culebra,PR,18.311149,-65.29257,-4,False,POINT(-65.29257 18.311149)
00777,Juncos,PR,18.224088,-65.91316,-4,False,POINT(-65.91316 18.224088)
00778,Gurabo,PR,18.258628,-65.97791,-4,False,POINT(-65.97791 18.258628)
00780,Coto Laurel,PR,18.068538,-66.55939,-4,False,POINT(-66.55939 18.068538)
00782,Comerio,PR,18.223348,-66.2267,-4,False,POINT(-66.2267 18.223348)
00783,Corozal,PR,18.304874,-66.32305,-4,False,POINT(-66.32305 18.304874)
00784,Guayama,PR,17.984137,-66.12779,-4,False,POINT(-66.12779 17.984137)
00785,Guayama,PR,18.018822,-66.795603,-4,False,POINT(-66.795603 18.018822)
00786,La Plata,PR,18.128092,-66.268717,-4,False,POINT(-66.268717 18.128092)
00791,Humacao,PR,18.147257,-65.82269,-4,False,POINT(-65.82269 18.147257)
00792,Humacao,PR,18.138029,-65.788499,-4,False,POINT(-65.788499 18.138029)
00794,Barranquitas,PR,18.204294,-66.31058,-4,False,POINT(-66.31058 18.204294)
00795,Juana Diaz,PR,18.036253,-66.50289,-4,False,POINT(-66.50289 18.036253)
00801,St Thomas,VI,18.322285,-64.963715,-4,False,POINT(-64.963715 18.322285)
00802,St Thomas,VI,18.322285,-64.963715,-4,False,POINT(-64.963715 18.322285)
00803,St Thomas,VI,18.322285,-64.963715,-4,False,POINT(-64.963715 18.322285)
00804,St Thomas,VI,18.322285,-64.963715,-4,False,POINT(-64.963715 18.322285)
00805,St Thomas,VI,18.322285,-64.963715,-4,False,POINT(-64.963715 18.322285)
00820,Christiansted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00821,Christiansted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00822,Christiansted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00823,Christiansted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00824,Christiansted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00830,St John,VI,18.32816,-64.740737,-4,False,POINT(-64.740737 18.32816)
00831,St John,VI,18.32816,-64.740737,-4,False,POINT(-64.740737 18.32816)
00840,Frederiksted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00841,Frederiksted,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00850,Kingshill,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00851,Kingshill,VI,17.734211,-64.734694,-4,False,POINT(-64.734694 17.734211)
00901,San Juan,PR,18.465426,-66.10786,-4,False,POINT(-66.10786 18.465426)
00902,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00906,San Juan,PR,18.46454,-66.10079,-4,False,POINT(-66.10079 18.46454)
00907,San Juan,PR,18.451131,-66.07798,-4,False,POINT(-66.07798 18.451131)
00908,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00909,San Juan,PR,18.442282,-66.06764,-4,False,POINT(-66.06764 18.442282)
00910,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00911,San Juan,PR,18.45009,-66.0577,-4,False,POINT(-66.0577 18.45009)
00912,San Juan,PR,18.445946,-66.05928,-4,False,POINT(-66.05928 18.445946)
00913,San Juan,PR,18.450907,-66.04256,-4,False,POINT(-66.04256 18.450907)
00914,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00915,San Juan,PR,18.436995,-66.04888,-4,False,POINT(-66.04888 18.436995)
00916,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00917,San Juan,PR,18.422263,-66.0513,-4,False,POINT(-66.0513 18.422263)
00918,San Juan,PR,18.417668,-66.06494,-4,False,POINT(-66.06494 18.417668)
00919,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00920,San Juan,PR,18.41242,-66.09069,-4,False,POINT(-66.09069 18.41242)
00921,San Juan,PR,18.394019,-66.08633,-4,False,POINT(-66.08633 18.394019)
00922,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00923,San Juan,PR,18.410681,-66.03806,-4,False,POINT(-66.03806 18.410681)
00924,San Juan,PR,18.401917,-66.01194,-4,False,POINT(-66.01194 18.401917)
00925,San Juan,PR,18.400006,-66.05028,-4,False,POINT(-66.05028 18.400006)
00926,San Juan,PR,18.361363,-66.0562,-4,False,POINT(-66.0562 18.361363)
00927,San Juan,PR,18.39184,-66.06867,-4,False,POINT(-66.06867 18.39184)
00928,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00929,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00930,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00931,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00933,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00934,Fort Buchanan,PR,18.413511,-66.12198,-4,False,POINT(-66.12198 18.413511)
00935,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00936,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00937,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00938,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00939,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00940,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00949,Toa Baja,PR,18.433173,-66.2042,-4,False,POINT(-66.2042 18.433173)
00950,Toa Baja,PR,18.457761,-66.196503,-4,False,POINT(-66.196503 18.457761)
00951,Toa Baja,PR,18.457761,-66.196503,-4,False,POINT(-66.196503 18.457761)
00952,Sabana Seca,PR,18.429218,-66.18014,-4,False,POINT(-66.18014 18.429218)
00953,Toa Alta,PR,18.36802,-66.23414,-4,False,POINT(-66.23414 18.36802)
00954,Toa Alta,PR,18.358939,-66.258108,-4,False,POINT(-66.258108 18.358939)
00955,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00956,Bayamon,PR,18.34216,-66.16643,-4,False,POINT(-66.16643 18.34216)
00957,Bayamon,PR,18.369674,-66.18669,-4,False,POINT(-66.18669 18.369674)
00958,Bayamon,PR,18.34487,-66.166014,-4,False,POINT(-66.166014 18.34487)
00959,Bayamon,PR,18.387063,-66.15943,-4,False,POINT(-66.15943 18.387063)
00960,Bayamon,PR,18.34487,-66.166014,-4,False,POINT(-66.166014 18.34487)
00961,Bayamon,PR,18.412462,-66.16033,-4,False,POINT(-66.16033 18.412462)
00962,Catano,PR,18.437683,-66.13847,-4,False,POINT(-66.13847 18.437683)
00963,Catano,PR,18.443217,-66.139293,-4,False,POINT(-66.139293 18.443217)
00965,Guaynabo,PR,18.431453,-66.11703,-4,False,POINT(-66.11703 18.431453)
00966,Guaynabo,PR,18.398507,-66.11522,-4,False,POINT(-66.11522 18.398507)
00968,Guaynabo,PR,18.408479,-66.1025,-4,False,POINT(-66.1025 18.408479)
00969,Guaynabo,PR,18.366981,-66.10889,-4,False,POINT(-66.10889 18.366981)
00970,Guaynabo,PR,18.359143,-66.112295,-4,False,POINT(-66.112295 18.359143)
00971,Guaynabo,PR,18.329688,-66.11876,-4,False,POINT(-66.11876 18.329688)
00975,San Juan,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00976,Trujillo Alto,PR,18.346767,-66.00561,-4,False,POINT(-66.00561 18.346767)
00977,Trujillo Alto,PR,18.337004,-65.990099,-4,False,POINT(-65.990099 18.337004)
00978,St Just,PR,18.337004,-65.990099,-4,False,POINT(-65.990099 18.337004)
00979,Carolina,PR,18.431885,-66.0127,-4,False,POINT(-66.0127 18.431885)
00981,Carolina,PR,18.410462,-66.060533,-4,False,POINT(-66.060533 18.410462)
00982,Carolina,PR,18.409345,-65.99313,-4,False,POINT(-65.99313 18.409345)
00983,Carolina,PR,18.414408,-65.97582,-4,False,POINT(-65.97582 18.414408)
00984,Carolina,PR,18.393355,-65.972495,-4,False,POINT(-65.972495 18.393355)
00985,Carolina,PR,18.374896,-65.94691,-4,False,POINT(-65.94691 18.374896)
00986,Carolina,PR,18.393355,-65.972495,-4,False,POINT(-65.972495 18.393355)
00987,Carolina,PR,18.372228,-65.96275,-4,False,POINT(-65.96275 18.372228)
00988,Carolina,PR,18.393355,-65.972495,-4,False,POINT(-65.972495 18.393355)
01001,Agawam,MA,42.07061,-72.62029,-5,True,POINT(-72.62029 42.07061)
01002,Amherst,MA,42.377651,-72.50323,-5,True,POINT(-72.50323 42.377651)
01003,Amherst,MA,42.369562,-72.63599,-5,True,POINT(-72.63599 42.369562)
01004,Amherst,MA,42.384494,-72.513183,-5,True,POINT(-72.513183 42.384494)
01005,Barre,MA,42.412094,-72.10443,-5,True,POINT(-72.10443 42.412094)
01007,Belchertown,MA,42.278424,-72.411,-5,True,POINT(-72.411 42.278424)
01008,Blandford,MA,42.174313,-72.94828,-5,True,POINT(-72.94828 42.174313)
01009,Bondsville,MA,42.206092,-72.340486,-5,True,POINT(-72.340486 42.206092)
01010,Brimfield,MA,42.126038,-72.20552,-5,True,POINT(-72.20552 42.126038)
01011,Chester,MA,42.271442,-73.01958,-5,True,POINT(-73.01958 42.271442)
01012,Chesterfield,MA,42.390836,-72.84356,-5,True,POINT(-72.84356 42.390836)
01013,Chicopee,MA,42.161492,-72.60316,-5,True,POINT(-72.60316 42.161492)
01014,Chicopee,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01020,Chicopee,MA,42.175992,-72.57265,-5,True,POINT(-72.57265 42.175992)
01021,Chicopee,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01022,Chicopee,MA,42.196666,-72.55606,-5,True,POINT(-72.55606 42.196666)
01026,Cummington,MA,42.465041,-72.91813,-5,True,POINT(-72.91813 42.465041)
01027,Easthampton,MA,42.27279,-72.68677,-5,True,POINT(-72.68677 42.27279)
01028,East Longmeadow,MA,42.066795,-72.5102,-5,True,POINT(-72.5102 42.066795)
01029,East Otis,MA,42.175896,-73.04204,-5,True,POINT(-73.04204 42.175896)
01030,Feeding Hills,MA,42.070774,-72.67248,-5,True,POINT(-72.67248 42.070774)
01031,Gilbertville,MA,42.33071,-72.18833,-5,True,POINT(-72.18833 42.33071)
01032,Goshen,MA,42.45792,-72.81551,-5,True,POINT(-72.81551 42.45792)
01033,Granby,MA,42.254563,-72.51831,-5,True,POINT(-72.51831 42.254563)
01034,Granville,MA,42.086224,-72.94464,-5,True,POINT(-72.94464 42.086224)
01035,Hadley,MA,42.35549,-72.5733,-5,True,POINT(-72.5733 42.35549)
01036,Hampden,MA,42.064703,-72.41735,-5,True,POINT(-72.41735 42.064703)
01037,Hardwick,MA,42.374202,-72.19524,-5,True,POINT(-72.19524 42.374202)
01038,Hatfield,MA,42.375155,-72.60832,-5,True,POINT(-72.60832 42.375155)
01039,Haydenville,MA,42.381475,-72.69259,-5,True,POINT(-72.69259 42.381475)
01040,Holyoke,MA,42.201891,-72.6242,-5,True,POINT(-72.6242 42.201891)
01041,Holyoke,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01050,Huntington,MA,42.290209,-72.87942,-5,True,POINT(-72.87942 42.290209)
01053,Leeds,MA,42.353105,-72.70206,-5,True,POINT(-72.70206 42.353105)
01054,Leverett,MA,42.479839,-72.49879,-5,True,POINT(-72.49879 42.479839)
01056,Ludlow,MA,42.174893,-72.47068,-5,True,POINT(-72.47068 42.174893)
01057,Monson,MA,42.089269,-72.317,-5,True,POINT(-72.317 42.089269)
01059,North Amherst,MA,42.369562,-72.63599,-5,True,POINT(-72.63599 42.369562)
01060,Northampton,MA,42.324539,-72.63561,-5,True,POINT(-72.63561 42.324539)
01061,Northampton,MA,42.369562,-72.63599,-5,True,POINT(-72.63599 42.369562)
01062,Florence,MA,42.324232,-72.67915,-5,True,POINT(-72.67915 42.324232)
01063,Northampton,MA,42.317939,-72.640234,-5,True,POINT(-72.640234 42.317939)
01066,North Hatfield,MA,42.406697,-72.633901,-5,True,POINT(-72.633901 42.406697)
01068,Oakham,MA,42.349769,-72.04413,-5,True,POINT(-72.04413 42.349769)
01069,Palmer,MA,42.176401,-72.32646,-5,True,POINT(-72.32646 42.176401)
01070,Plainfield,MA,42.515853,-72.91661,-5,True,POINT(-72.91661 42.515853)
01071,Russell,MA,42.165931,-72.85153,-5,True,POINT(-72.85153 42.165931)
01072,Shutesbury,MA,42.486027,-72.42208,-5,True,POINT(-72.42208 42.486027)
01073,Southampton,MA,42.223885,-72.72777,-5,True,POINT(-72.72777 42.223885)
01074,South Barre,MA,42.375998,-72.149388,-5,True,POINT(-72.149388 42.375998)
01075,South Hadley,MA,42.234891,-72.58243,-5,True,POINT(-72.58243 42.234891)
01077,Southwick,MA,42.05283,-72.76966,-5,True,POINT(-72.76966 42.05283)
01079,Thorndike,MA,42.192892,-72.329574,-5,True,POINT(-72.329574 42.192892)
01080,Three Rivers,MA,42.180563,-72.36518,-5,True,POINT(-72.36518 42.180563)
01081,Wales,MA,42.058024,-72.22517,-5,True,POINT(-72.22517 42.058024)
01082,Ware,MA,42.270611,-72.26067,-5,True,POINT(-72.26067 42.270611)
01083,Warren,MA,42.20468,-72.20259,-5,True,POINT(-72.20259 42.20468)
01084,West Chesterfield,MA,42.379807,-72.89043,-5,True,POINT(-72.89043 42.379807)
01085,Westfield,MA,42.133642,-72.75029,-5,True,POINT(-72.75029 42.133642)
01086,Westfield,MA,42.173428,-72.847964,-5,True,POINT(-72.847964 42.173428)
01088,West Hatfield,MA,42.388831,-72.6321,-5,True,POINT(-72.6321 42.388831)
01089,West Springfield,MA,42.112793,-72.64066,-5,True,POINT(-72.64066 42.112793)
01090,West Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01092,West Warren,MA,42.210777,-72.23904,-5,True,POINT(-72.23904 42.210777)
01093,Whately,MA,42.442673,-72.652511,-5,True,POINT(-72.652511 42.442673)
01094,Wheelwright,MA,42.358201,-72.140846,-5,True,POINT(-72.140846 42.358201)
01095,Wilbraham,MA,42.12531,-72.44057,-5,True,POINT(-72.44057 42.12531)
01096,Williamsburg,MA,42.415236,-72.78271,-5,True,POINT(-72.78271 42.415236)
01097,Woronoco,MA,42.161743,-72.845912,-5,True,POINT(-72.845912 42.161743)
01098,Worthington,MA,42.399054,-72.93871,-5,True,POINT(-72.93871 42.399054)
01101,Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01102,Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01103,Springfield,MA,42.103294,-72.59112,-5,True,POINT(-72.59112 42.103294)
01104,Springfield,MA,42.130343,-72.57338,-5,True,POINT(-72.57338 42.130343)
01105,Springfield,MA,42.096644,-72.5798,-5,True,POINT(-72.5798 42.096644)
01106,Longmeadow,MA,42.050395,-72.5712,-5,True,POINT(-72.5712 42.050395)
01107,Springfield,MA,42.120193,-72.6061,-5,True,POINT(-72.6061 42.120193)
01108,Springfield,MA,42.084094,-72.55523,-5,True,POINT(-72.55523 42.084094)
01109,Springfield,MA,42.116277,-72.55031,-5,True,POINT(-72.55031 42.116277)
01111,Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01114,Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01115,Springfield,MA,42.102894,-72.591633,-5,True,POINT(-72.591633 42.102894)
01116,Longmeadow,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01118,Springfield,MA,42.093144,-72.5291,-5,True,POINT(-72.5291 42.093144)
01119,Springfield,MA,42.128442,-72.50932,-5,True,POINT(-72.50932 42.128442)
01128,Springfield,MA,42.095344,-72.48857,-5,True,POINT(-72.48857 42.095344)
01129,Springfield,MA,42.121031,-72.4896,-5,True,POINT(-72.4896 42.121031)
01133,Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
01138,Springfield,MA,42.170731,-72.604842,-5,True,POINT(-72.604842 42.170731)
